date,sales
24010214,23.501551785656925
24011220,18.224768218021545
24010601,24.7829430346036
24010614,24.84441247776384
24010222,27.72432009353768
24010609,22.55227398940715
24011117,17.903585572914317
24010720,24.731563457363272
24010717,21.992603033295246
24010407,28.540769537450696
24010107,21.14405501280149
24010201,22.436633999256205
24010101,21.939345023111244
24010521,26.11794187547495
24010305,27.92269023036866
24010803,18.23204130600647
24010902,20.15232997352898
24010203,25.40393291522201
24011207,18.993825774356765
24010408,24.603866982377525
24010215,26.031873323233206
24010915,17.825245939351237
24011209,19.462689036826497
24010417,25.81304723994682
24011114,14.97509866347158
24010307,24.51410623496509
24010618,24.28633624084196
24011217,17.570130999434564
24011101,18.458453183661916
24010808,17.39571965655416
24011309,20.85549463577729
24011118,18.6344225406408
24010708,20.74134187222052
24010523,23.20052932081005
24011110,19.09403206751808
24010822,22.24544522285892
24010506,27.932021471838127
24010702,20.59841211953124
24011016,15.741982269382024
24010608,23.151062832082903
24010115,22.58270663083998
24011302,19.419214356357976
24010120,26.3821704580808
24010415,24.89109405208932
24010713,24.258881267832045
24010716,25.205812661923616
24011105,15.3326119126024
24010100,24.16857493094219
24010910,20.47094354016832
24010517,26.950363032340206
24010507,25.414291653262445
24010219,23.779995425898274
24011119,17.36540928998322
24010504,25.790972788812866
24011013,16.092742039090986
24010919,18.365709155590032
24011023,16.8293751466288
24011112,19.31834598749596
24010620,21.073440303630264
24011012,16.628306138207055
24010114,24.01249434315947
24010812,23.344599891229414
24010520,27.00602989707129
24010418,27.35719857579108
24010701,19.398360090498144
24010921,18.040092318079274
24011213,21.47741362230649
24010603,26.750410272234745
24010619,23.317236171756903
24010516,24.63659671325985
24011104,17.88473768769169
24010310,25.67917685601231
24010402,29.649263788714592
24010312,27.29034393533828
24011200,17.299516068859692
24011201,16.409417089494976
24010108,21.0884236376191
24010707,21.92336758334012
24010823,17.515413178389736
24010709,19.332124683034955
24010819,21.520038632502956
24011219,20.24680664149076
24011000,18.328182024448463
24010711,19.66731363811605
24011210,20.12931638258845
24011222,20.57236290935572
24010810,19.211505608768128
24010212,26.208124966020627
24010911,15.587676019679977
24010109,21.73276463581991
24010419,23.916626067908464
24011218,18.48242487497822
24010211,27.118894211980376
24011305,19.9882622269634
24011203,16.7627718603222
24010210,24.743925420257387
24011002,14.384735528124116
24010916,20.486497000171244
24011304,19.399872913417536
24010217,27.77822038819732
24010920,20.58757891473047
24010906,16.965746881180095
24010723,21.911444023940245
24010118,22.159645223198893
24010509,26.424533578463805
24010316,28.930954926817275
24010223,20.25884988242068
24011113,16.33120861887813
24010704,22.18593483594177
24011123,18.799952440458284
24010106,25.710546764694133
24011202,20.19001251768914
24010300,26.8672529533921
24010116,22.73670493017209
24010403,29.06834827677633
24010323,23.89698115319308
24010804,20.720473888038484
24010104,22.878329843920746
24011020,15.21776232011964
24011100,15.84366501846834
24010611,23.682531937452563
24010800,17.666503220135777
24010705,21.3128824863946
24011014,18.97932772178771
24010121,23.05439602288365
24010304,25.33805687799286
24010412,26.326527690259844
24010801,21.680585241428822
24010913,12.910974514302044
24010616,24.14927360765984
24010406,27.292401767374574
24011018,18.95116478734777
24010602,22.416497999036423
24010322,26.069345876201908
24010302,24.573122608997988
24010905,17.098527419407603
24011004,16.143260354673373
24010422,28.7307296015287
24010807,23.58050068926416
24010423,25.602289135392405
24010202,23.435848254518262
24010117,24.1853496653425
24010903,16.697416402066263
24011107,21.147002956312907
24010622,28.34399322138212
24011122,16.213286730715428
24010515,24.90243060272492
24010908,17.136827025279725
24010320,23.930191082681507
24010617,27.901815227242285
24010112,18.650563505243056
24010301,27.644168658387606
24011108,13.583538910560351
24010502,29.17246164144612
24010922,23.361045407189877
24010809,21.81668765421477
24010110,21.47128941933109
24011109,19.76291088683544
24010200,19.3704389533277
24010512,26.10753255589741
24010917,16.889838012182313
24010714,20.366671521120598
24010207,26.061385241577703
24010119,27.613792357186803
24011303,20.489746811215294
24010712,23.77861272744067
24011307,22.40431462555668
24011019,16.923077820418435
24011005,16.651871263725134
24010607,23.651496788419276
24011011,18.70504159635324
24010615,23.57560705410264
24010518,22.86046429360633
24010321,29.01459446723089
24010806,20.79741097836444
24010414,30.08847559018362
24010718,21.42602330584114
24010513,26.105814866878287
24011223,20.988732905006707
24010613,21.02364659870509
24011006,17.666208729933846
24010103,23.05356771084184
24010522,25.219574344779964
24010208,25.62196203369461
24010501,28.43277819754556
24010105,21.681094440875583
24011106,21.71416655486353
24010519,26.131129998200585
